id,strategy_name,trade_duration,market_name,symbol,market_category,signal_direction,signal_opening_price,signal_high_price,signal_low_price,signal_closing_price,signal_sma_num,signal_average_price,signal_date,signal_date_day,signal_date_num_day,signal_date_month,signal_date_num_month,signal_date_year,opening_price,starting_date,opening_date_day,opening_date_num_day,opening_date_month,opening_date_num_month,opening_date_year,ending_date,closing_price,closing_hit_after_days,closing_date_day,closing_date_num_day,closing_date_month,closing_date_num_month,closing_date_year,min_lows,min_date,min_hit_after_days,min_date_day,min_date_num_day,min_date_month,min_date_num_month,min_date_year,min_diff_to_open,max_highs,max_date,max_hit_after_days,max_date_day,max_date_num_day,max_date_month,max_date_num_month,max_date_year,max_diff_to_open,min_max_diff,profit,singal_price_diff_to_sma,signal_position_to_sma,gap_size_ontrade_date,gap_position,cumulative_return,sl_is_sl_hit,sl_date,sl_date_day,sl_date_num_day,sl_date_month,sl_date_num_month,sl_date_year,sl_hit_after,sl_closing,sl_loss,sl_count,tp_is_hit,tp_date,tp_date_day,tp_date_num_day,tp_date_month,tp_date_num_month,tp_date_year,tp_hit_after,tp_closing,tp_gain,tp_count
128,ttm,0,stock,spy,sp_100_daily,Bear,388.62,394.14,387.11,389.46,423.837,390.625,2022-05-19,Thursday,4,May,4,2022,393.25,2022-05-20,Friday,5,May,4,2022,2022-05-20,389.63,0,Friday,5,May,4,2022,380.54,2022-05-20,0,Friday,5,May,4,2022,12.71,397.03,2022-05-20,0,Friday,5,May,4,2022,3.78,-16.49,3.62,-33.212,-1,3.79,1,0.9205340114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-05-20,Friday,5,May,4,2022,0,389.63,3.62,1
129,ttm,0,stock,spy,sp_100_daily,Bear,368.97,373.2933,360.94,362.79,394.7103,367.11665,2022-10-07,Friday,5,October,9,2022,363.96,2022-10-10,Monday,1,October,9,2022,2022-10-10,360.02,0,Monday,1,October,9,2022,357.67,2022-10-10,0,Monday,1,October,9,2022,6.29,364.21,2022-10-10,0,Monday,1,October,9,2022,0.25,-6.54,3.94,-27.59365,-1,1.17,1,1.082536542,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-10-10,Monday,1,October,9,2022,0,360.02,3.94,1
130,ttm,0,stock,spy,sp_100_daily,Bear,399.09,400.81,395.11,395.91,378.533,397.96,2022-11-28,Monday,1,November,10,2022,396.05,2022-11-29,Tuesday,2,November,10,2022,2022-11-29,395.23,0,Tuesday,2,November,10,2022,393.3,2022-11-29,0,Tuesday,2,November,10,2022,2.75,397.3,2022-11-29,0,Tuesday,2,November,10,2022,1.25,-4,0.82,19.427,1,0.14,1,0.2070445651,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-11-29,Tuesday,2,November,10,2022,0,395.23,0.82,1
131,ttm,0,stock,spy,sp_100_daily,Bear,403.95,404.93,398.17,399.59,379.0596,401.55,2022-12-05,Monday,1,December,11,2022,399.42,2022-12-06,Tuesday,2,December,11,2022,2022-12-06,393.83,0,Tuesday,2,December,11,2022,391.64,2022-12-06,0,Tuesday,2,December,11,2022,7.78,399.99,2022-12-06,0,Tuesday,2,December,11,2022,0.57,-8.35,5.59,22.4904,1,-0.17,-1,1.399529318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-12-06,Tuesday,2,December,11,2022,0,393.83,5.59,1
132,ttm,0,stock,spy,sp_100_daily,Bear,394.3,395.25,387.885,389.63,381.9215,391.5675,2022-12-15,Thursday,4,December,11,2022,385.18,2022-12-16,Friday,5,December,11,2022,2022-12-16,383.27,0,Friday,5,December,11,2022,381.04,2022-12-16,0,Friday,5,December,11,2022,4.14,386.575,2022-12-16,0,Friday,5,December,11,2022,1.395,-5.535,1.91,9.646,1,-4.45,-1,0.4958720598,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-12-16,Friday,5,December,11,2022,0,383.27,1.91,1
133,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.189,1.19082,1.18244,1.18934,1.1574,1.18663,2017-08-30,Wednesday,3,August,7,2017,1.19109,2017-08-31,Thursday,4,August,7,2017,2017-08-31,1.19104,0,Thursday,4,August,7,2017,1.18511,2017-08-31,0,Thursday,4,August,7,2017,0.00598,1.19786,2017-08-31,0,Thursday,4,August,7,2017,0.00677,-0.01275,0.00005,0.02923,1,0.00175,1,0.004197835596,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-08-31,Thursday,4,August,7,2017,0,1.19104,0.00005,1
134,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.19586,1.19775,1.19275,1.19594,1.1684,1.19525,2017-09-11,Monday,1,September,8,2017,1.19716,2017-09-12,Tuesday,2,September,8,2017,2017-09-12,1.19746,0,Tuesday,2,September,8,2017,1.18857,2017-09-12,0,Tuesday,2,September,8,2017,0.00859,1.1996,2017-09-12,0,Tuesday,2,September,8,2017,0.00244,-0.01103,-0.0003,0.02685,1,0.00122,1,-0.02505930703,1,2017-09-12,Tuesday,2,September,8,2017,0,1.19746,-0.0003,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.18497,1.1885,1.182,1.18481,1.1782,1.18525,2017-11-28,Tuesday,2,November,10,2017,1.185,2017-11-29,Wednesday,3,November,10,2017,2017-11-29,1.1852,0,Wednesday,3,November,10,2017,1.1815,2017-11-29,0,Wednesday,3,November,10,2017,0.0035,1.19298,2017-11-29,0,Wednesday,3,November,10,2017,0.00798,-0.01148,-0.0002,0.00705,1,0.00019,1,-0.01687763713,1,2017-11-29,Wednesday,3,November,10,2017,0,1.1852,-0.0002,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.23077,1.2335,1.22615,1.23092,1.227,1.229825,2018-03-15,Thursday,4,March,2,2018,1.22808,2018-03-18,Sunday,0,March,2,2018,2018-03-18,1.22808,0,Sunday,0,March,2,2018,1.22605,2018-03-18,0,Sunday,0,March,2,2018,0.00203,1.23324,2018-03-18,0,Sunday,0,March,2,2018,0.00516,-0.00719,0,0.002825,1,-0.00284,-1,0,1,2018-03-18,Sunday,0,March,2,2018,0,1.22808,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.23128,1.23381,1.22852,1.23103,1.2324,1.231165,2018-03-28,Wednesday,3,March,2,2018,1.23025,2018-03-29,Thursday,4,March,2,2018,2018-03-29,1.23029,0,Thursday,4,March,2,2018,1.2298,2018-03-29,0,Thursday,4,March,2,2018,0.00045,1.23335,2018-03-29,0,Thursday,4,March,2,2018,0.0031,-0.00355,-0.00004,-0.001235,-1,-0.00078,-1,-0.003251371672,1,2018-03-29,Thursday,4,March,2,2018,0,1.23029,-0.00004,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.18226,1.1854,1.17657,1.18209,1.2229,1.180985,2018-05-15,Tuesday,2,May,4,2018,1.18142,2018-05-16,Wednesday,3,May,4,2018,2018-05-16,1.1817,0,Wednesday,3,May,4,2018,1.17786,2018-05-16,0,Wednesday,3,May,4,2018,0.00356,1.18368,2018-05-16,0,Wednesday,3,May,4,2018,0.00226,-0.00582,-0.00028,-0.041915,-1,-0.00067,-1,-0.02370029287,1,2018-05-16,Wednesday,3,May,4,2018,0,1.1817,-0.00028,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.15624,1.1597,1.1528,1.15636,1.1883,1.15625,2018-06-27,Wednesday,3,June,5,2018,1.15644,2018-06-28,Thursday,4,June,5,2018,2018-06-28,1.1563,0,Thursday,4,June,5,2018,1.15644,2018-06-28,0,Thursday,4,June,5,2018,0,1.16824,2018-06-28,0,Thursday,4,June,5,2018,0.0118,-0.0118,0.00014,-0.03205,-1,0.00008,1,0.01210611878,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-28,Thursday,4,June,5,2018,0,1.1563,0.00014,1
140,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.15287,1.15393,1.13961,1.15239,1.1667,1.14677,2018-08-09,Thursday,4,August,7,2018,1.13959,2018-08-12,Sunday,0,August,7,2018,2018-08-12,1.13947,0,Sunday,0,August,7,2018,1.1366,2018-08-12,0,Sunday,0,August,7,2018,0.00299,1.14338,2018-08-12,0,Sunday,0,August,7,2018,0.00379,-0.00678,0.00012,-0.01993,-1,-0.0128,-1,0.01053010293,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-08-12,Sunday,0,August,7,2018,0,1.13947,0.00012,1
141,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.15009,1.15274,1.14829,1.15009,1.1586,1.150515,2018-10-17,Wednesday,3,October,9,2018,1.14552,2018-10-18,Thursday,4,October,9,2018,2018-10-18,1.146,0,Thursday,4,October,9,2018,1.14337,2018-10-18,0,Thursday,4,October,9,2018,0.00215,1.15145,2018-10-18,0,Thursday,4,October,9,2018,0.00593,-0.00808,-0.00048,-0.008085,-1,-0.00457,-1,-0.04190236748,1,2018-10-18,Thursday,4,October,9,2018,0,1.146,-0.00048,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.13685,1.13692,1.1325,1.13684,1.1559,1.13471,2018-11-08,Thursday,4,November,10,2018,1.13248,2018-11-11,Sunday,0,November,10,2018,2018-11-11,1.1325,0,Sunday,0,November,10,2018,1.12416,2018-11-11,0,Sunday,0,November,10,2018,0.00832,1.13327,2018-11-11,0,Sunday,0,November,10,2018,0.00079,-0.00911,-0.00002,-0.02119,-1,-0.00436,-1,-0.001766035603,1,2018-11-11,Sunday,0,November,10,2018,0,1.1325,-0.00002,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.13173,1.14091,1.13173,1.13181,1.1384,1.13632,2019-01-02,Wednesday,3,January,0,2019,1.13909,2019-01-03,Thursday,4,January,0,2019,2019-01-03,1.13911,0,Thursday,4,January,0,2019,1.13482,2019-01-03,0,Thursday,4,January,0,2019,0.00427,1.14177,2019-01-03,0,Thursday,4,January,0,2019,0.00268,-0.00695,-0.00002,-0.00208,-1,0.00728,1,-0.001755787515,1,2019-01-03,Thursday,4,January,0,2019,0,1.13911,-0.00002,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.12036,1.12227,1.11804,1.12045,1.1263,1.120155,2019-05-14,Tuesday,2,May,4,2019,1.12095,2019-05-15,Wednesday,3,May,4,2019,2019-05-15,1.12072,0,Wednesday,3,May,4,2019,1.11743,2019-05-15,0,Wednesday,3,May,4,2019,0.00352,1.12244,2019-05-15,0,Wednesday,3,May,4,2019,0.00149,-0.00501,0.00023,-0.006145,-1,0.0005,1,0.02051831036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-05-15,Wednesday,3,May,4,2019,0,1.12072,0.00023,1
145,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.11707,1.11757,1.1126,1.11707,1.124,1.115085,2019-05-28,Tuesday,2,May,4,2019,1.11383,2019-05-29,Wednesday,3,May,4,2019,2019-05-29,1.11373,0,Wednesday,3,May,4,2019,1.11185,2019-05-29,0,Wednesday,3,May,4,2019,0.00198,1.1146,2019-05-29,0,Wednesday,3,May,4,2019,0.00077,-0.00275,0.0001,-0.008915,-1,-0.00324,-1,0.008978030759,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-05-29,Wednesday,3,May,4,2019,0,1.11373,0.0001,1
146,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.10241,1.10339,1.10062,1.10226,1.1044,1.102005,2019-11-24,Sunday,0,November,10,2019,1.1012,2019-11-25,Monday,1,November,10,2019,2019-11-25,1.10144,0,Monday,1,November,10,2019,1.1008,2019-11-25,0,Monday,1,November,10,2019,0.0004,1.10266,2019-11-25,0,Monday,1,November,10,2019,0.00146,-0.00186,-0.00024,-0.002395,-1,-0.00106,-1,-0.0217944061,1,2019-11-25,Monday,1,November,10,2019,0,1.10144,-0.00024,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.18417,1.18684,1.18065,1.18435,1.1485,1.183745,2020-08-19,Wednesday,3,August,7,2020,1.18708,2020-08-20,Thursday,4,August,7,2020,2020-08-20,1.18737,0,Thursday,4,August,7,2020,1.17549,2020-08-20,0,Thursday,4,August,7,2020,0.01159,1.18864,2020-08-20,0,Thursday,4,August,7,2020,0.00156,-0.01315,-0.00029,0.035245,1,0.00273,1,-0.02442969303,1,2020-08-20,Thursday,4,August,7,2020,0,1.18737,-0.00029,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.18043,1.18301,1.17416,1.18034,1.1689,1.178585,2020-09-16,Wednesday,3,September,8,2020,1.18525,2020-09-17,Thursday,4,September,8,2020,2020-09-17,1.18482,0,Thursday,4,September,8,2020,1.18312,2020-09-17,0,Thursday,4,September,8,2020,0.00213,1.1871,2020-09-17,0,Thursday,4,September,8,2020,0.00185,-0.00398,0.00043,0.009685,1,0.00491,1,0.03627926598,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020-09-17,Thursday,4,September,8,2020,0,1.18482,0.00043,1
149,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.18429,1.18554,1.18174,1.18476,1.1781,1.18364,2020-11-18,Wednesday,3,November,10,2020,1.18675,2020-11-19,Thursday,4,November,10,2020,2020-11-19,1.18665,0,Thursday,4,November,10,2020,1.18518,2020-11-19,0,Thursday,4,November,10,2020,0.00157,1.18909,2020-11-19,0,Thursday,4,November,10,2020,0.00234,-0.00391,0.0001,0.00554,1,0.00199,1,0.008426374552,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020-11-19,Thursday,4,November,10,2020,0,1.18665,0.0001,1
150,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.20909,1.21016,1.20299,1.20896,1.2155,1.206575,2021-02-28,Sunday,0,February,1,2021,1.20491,2021-03-01,Monday,1,March,2,2021,2021-03-01,1.20511,0,Monday,1,March,2,2021,1.1994,2021-03-01,0,Monday,1,March,2,2021,0.00551,1.20804,2021-03-01,0,Monday,1,March,2,2021,0.00313,-0.00864,-0.0002,-0.008925,-1,-0.00405,-1,-0.01659875011,1,2021-03-01,Monday,1,March,2,2021,0,1.20511,-0.0002,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.21904,1.2217,1.21757,1.21926,1.1996,1.219635,2021-05-26,Wednesday,3,May,4,2021,1.21927,2021-05-27,Thursday,4,May,4,2021,2021-05-27,1.21932,0,Thursday,4,May,4,2021,1.21334,2021-05-27,0,Thursday,4,May,4,2021,0.00593,1.22011,2021-05-27,0,Thursday,4,May,4,2021,0.00084,-0.00677,-0.00005,0.020035,1,0.00001,1,-0.004100814422,1,2021-05-27,Thursday,4,May,4,2021,0,1.21932,-0.00005,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.17744,1.1828,1.17726,1.17754,1.2054,1.18003,2021-07-13,Tuesday,2,July,6,2021,1.18333,2021-07-14,Wednesday,3,July,6,2021,2021-07-14,1.18333,0,Wednesday,3,July,6,2021,1.1806,2021-07-14,0,Wednesday,3,July,6,2021,0.00273,1.18511,2021-07-14,0,Wednesday,3,July,6,2021,0.00178,-0.00451,0,-0.02537,-1,0.00579,1,0,1,2021-07-14,Wednesday,3,July,6,2021,0,1.18333,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.17096,1.1731,1.16969,1.17097,1.1902,1.171395,2021-08-17,Tuesday,2,August,7,2021,1.17039,2021-08-18,Wednesday,3,August,7,2021,2021-08-18,1.17033,0,Wednesday,3,August,7,2021,1.16688,2021-08-18,0,Wednesday,3,August,7,2021,0.00351,1.17069,2021-08-18,0,Wednesday,3,August,7,2021,0.0003,-0.00381,0.00006,-0.018805,-1,-0.00058,-1,0.005126496296,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021-08-18,Wednesday,3,August,7,2021,0,1.17033,0.00006,1
154,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.14857,1.14916,1.14549,1.14859,1.1679,1.147325,2021-11-10,Wednesday,3,November,10,2021,1.14478,2021-11-11,Thursday,4,November,10,2021,2021-11-11,1.14508,0,Thursday,4,November,10,2021,1.14341,2021-11-11,0,Thursday,4,November,10,2021,0.00137,1.14599,2021-11-11,0,Thursday,4,November,10,2021,0.00121,-0.00258,-0.0003,-0.020575,-1,-0.00381,-1,-0.02620590856,1,2021-11-11,Thursday,4,November,10,2021,0,1.14508,-0.0003,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.12425,1.13045,1.12373,1.12435,1.1454,1.12709,2021-12-19,Sunday,0,December,11,2021,1.12767,2021-12-20,Monday,1,December,11,2021,2021-12-20,1.12775,0,Monday,1,December,11,2021,1.12618,2021-12-20,0,Monday,1,December,11,2021,0.00149,1.13033,2021-12-20,0,Monday,1,December,11,2021,0.00266,-0.00415,-0.00008,-0.01831,-1,0.00332,1,-0.007094274034,1,2021-12-20,Monday,1,December,11,2021,0,1.12775,-0.00008,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,ttm,0,fx,EURUSD,sp_100_daily,Bear,1.10164,1.10457,1.09615,1.10172,1.1242,1.10036,2022-03-21,Monday,1,March,2,2022,1.10301,2022-03-22,Tuesday,2,March,2,2022,2022-03-22,1.10297,0,Tuesday,2,March,2,2022,1.09658,2022-03-22,0,Tuesday,2,March,2,2022,0.00643,1.1042,2022-03-22,0,Tuesday,2,March,2,2022,0.00119,-0.00762,0.00004,-0.02384,-1,0.00129,1,0.003626440377,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-03-22,Tuesday,2,March,2,2022,0,1.10297,0.00004,1
157,ttm,0,fx,EURUSD,sp_100_daily,Bear,0.9982,1.00228,0.99636,0.9982,1.0142,0.99932,2022-09-13,Tuesday,2,September,8,2022,0.9984,2022-09-14,Wednesday,3,September,8,2022,2022-09-14,0.9984,0,Wednesday,3,September,8,2022,0.99575,2022-09-14,0,Wednesday,3,September,8,2022,0.00265,1.00179,2022-09-14,0,Wednesday,3,September,8,2022,0.00339,-0.00604,0,-0.01488,-1,0.0002,1,0,1,2022-09-14,Wednesday,3,September,8,2022,0,0.9984,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,ttm,0,fx,EURUSD,sp_100_daily,Bear,0.98307,0.99062,0.9811,0.98307,1.0093,0.98586,2022-09-21,Wednesday,3,September,8,2022,0.98416,2022-09-22,Thursday,4,September,8,2022,2022-09-22,0.98416,0,Thursday,4,September,8,2022,0.97039,2022-09-22,0,Thursday,4,September,8,2022,0.01377,0.98522,2022-09-22,0,Thursday,4,September,8,2022,0.00106,-0.01483,0,-0.02344,-1,0.00109,1,0,1,2022-09-22,Thursday,4,September,8,2022,0,0.98416,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,ttm,0,fx,EURUSD,sp_100_daily,Bear,0.97891,0.9816,0.97317,0.97891,1.0027,0.977385,2022-10-06,Thursday,4,October,9,2022,0.9735,2022-10-09,Sunday,0,October,9,2022,2022-10-09,0.9735,0,Sunday,0,October,9,2022,0.96825,2022-10-09,0,Sunday,0,October,9,2022,0.00525,0.97523,2022-10-09,0,Sunday,0,October,9,2022,0.00173,-0.00698,0,-0.025315,-1,-0.00541,-1,0,1,2022-10-09,Sunday,0,October,9,2022,0,0.9735,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,ttm,0,fx,CADJPY,sp_100_daily,Bear,82.82,82.829,81.994,82.709,85.3914,82.4115,2017-04-04,Tuesday,2,April,3,2017,82.713,2017-04-05,Wednesday,3,April,3,2017,2017-04-05,82.262,0,Wednesday,3,April,3,2017,82.159,2017-04-05,0,Wednesday,3,April,3,2017,0.554,83.186,2017-04-05,0,Wednesday,3,April,3,2017,0.473,-1.027,0.451,-2.9799,-1,0.004,1,0.5452589073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-04-05,Wednesday,3,April,3,2017,0,82.262,0.451,1
161,ttm,0,fx,CADJPY,sp_100_daily,Bear,88.71,88.725,87.65,87.751,89.2072,88.1875,2017-12-06,Wednesday,3,December,11,2017,87.745,2017-12-07,Thursday,4,December,11,2017,2017-12-07,87.98,0,Thursday,4,December,11,2017,87.49,2017-12-07,0,Thursday,4,December,11,2017,0.255,88.072,2017-12-07,0,Thursday,4,December,11,2017,0.327,-0.582,-0.235,-1.0197,-1,-0.006,-1,-0.2678215283,1,2017-12-07,Thursday,4,December,11,2017,0,87.98,-0.235,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,ttm,0,fx,CADJPY,sp_100_daily,Bear,84.363,84.46,83.7,83.829,84.807,84.08,2018-06-15,Friday,5,June,5,2018,83.791,2018-06-18,Monday,1,June,5,2018,2018-06-18,83.719,0,Monday,1,June,5,2018,83.431,2018-06-18,0,Monday,1,June,5,2018,0.36,84.008,2018-06-18,0,Monday,1,June,5,2018,0.217,-0.577,0.072,-0.727,-1,-0.038,-1,0.08592808297,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-18,Monday,1,June,5,2018,0,83.719,0.072,1
163,ttm,0,fx,CADJPY,sp_100_daily,Bear,86.446,86.522,85.567,85.778,85.9362,86.0445,2018-10-18,Thursday,4,October,9,2018,85.78,2018-10-19,Friday,5,October,9,2018,2018-10-19,85.894,0,Friday,5,October,9,2018,85.557,2018-10-19,0,Friday,5,October,9,2018,0.223,86.373,2018-10-19,0,Friday,5,October,9,2018,0.593,-0.816,-0.114,0.1083,1,0.002,1,-0.1328981114,1,2018-10-19,Friday,5,October,9,2018,0,85.894,-0.114,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,ttm,0,fx,CADJPY,sp_100_daily,Bear,85.988,86.003,84.833,85.343,85.9829,85.418,2018-10-26,Friday,5,October,9,2018,85.414,2018-10-29,Monday,1,October,9,2018,2018-10-29,85.543,0,Monday,1,October,9,2018,85.271,2018-10-29,0,Monday,1,October,9,2018,0.143,85.901,2018-10-29,0,Monday,1,October,9,2018,0.487,-0.63,-0.129,-0.5649,-1,0.071,1,-0.1510291053,1,2018-10-29,Monday,1,October,9,2018,0,85.543,-0.129,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,ttm,0,fx,CADJPY,sp_100_daily,Bear,86.221,86.554,85.851,85.916,86.2863,86.2025,2018-11-12,Monday,1,November,10,2018,85.916,2018-11-13,Tuesday,2,November,10,2018,2018-11-13,86.001,0,Tuesday,2,November,10,2018,85.749,2018-11-13,0,Tuesday,2,November,10,2018,0.167,86.298,2018-11-13,0,Tuesday,2,November,10,2018,0.382,-0.549,-0.085,-0.0838,-1,0,-1,-0.09893384236,1,2018-11-13,Tuesday,2,November,10,2018,0,86.001,-0.085,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,ttm,0,fx,CADJPY,sp_100_daily,Bear,85.021,85.193,84.45,84.717,86.333,84.8215,2018-12-05,Wednesday,3,December,11,2018,84.719,2018-12-06,Thursday,4,December,11,2018,2018-12-06,84.161,0,Thursday,4,December,11,2018,83.555,2018-12-06,0,Thursday,4,December,11,2018,1.164,84.732,2018-12-06,0,Thursday,4,December,11,2018,0.013,-1.177,0.558,-1.5115,-1,0.002,1,0.658648001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-12-06,Thursday,4,December,11,2018,0,84.161,0.558,1
167,ttm,0,fx,CADJPY,sp_100_daily,Bear,84.654,84.851,83.949,84.117,85.9688,84.4,2018-12-17,Monday,1,December,11,2018,84.115,2018-12-18,Tuesday,2,December,11,2018,2018-12-18,83.525,0,Tuesday,2,December,11,2018,83.336,2018-12-18,0,Tuesday,2,December,11,2018,0.779,84.133,2018-12-18,0,Tuesday,2,December,11,2018,0.018,-0.797,0.59,-1.5688,-1,-0.002,-1,0.7014206741,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-12-18,Tuesday,2,December,11,2018,0,83.525,0.59,1
168,ttm,0,fx,CADJPY,sp_100_daily,Bear,83.732,83.788,83.04,83.196,83.0401,83.414,2019-02-06,Wednesday,3,February,1,2019,83.192,2019-02-07,Thursday,4,February,1,2019,2019-02-07,82.49,0,Thursday,4,February,1,2019,82.375,2019-02-07,0,Thursday,4,February,1,2019,0.817,83.263,2019-02-07,0,Thursday,4,February,1,2019,0.071,-0.888,0.702,0.3739,1,-0.004,-1,0.8438311376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-02-07,Thursday,4,February,1,2019,0,82.49,0.702,1
169,ttm,0,fx,CADJPY,sp_100_daily,Bear,83.296,83.334,82.661,83.087,83.4238,82.9975,2019-04-24,Wednesday,3,April,3,2019,83.09,2019-04-25,Thursday,4,April,3,2019,2019-04-25,82.788,0,Thursday,4,April,3,2019,82.527,2019-04-25,0,Thursday,4,April,3,2019,0.563,83.171,2019-04-25,0,Thursday,4,April,3,2019,0.081,-0.644,0.302,-0.4263,-1,0.003,1,0.363461307,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-04-25,Thursday,4,April,3,2019,0,82.788,0.302,1
170,ttm,0,fx,CADJPY,sp_100_daily,Bear,80.051,80.153,78.999,79.361,81.5107,79.576,2019-08-23,Friday,5,August,7,2019,78.742,2019-08-26,Monday,1,August,7,2019,2019-08-26,80.06,0,Monday,1,August,7,2019,78.676,2019-08-26,0,Monday,1,August,7,2019,0.066,80.152,2019-08-26,0,Monday,1,August,7,2019,1.41,-1.476,-1.318,-1.9347,-1,-0.619,-1,-1.673820833,1,2019-08-26,Monday,1,August,7,2019,0,80.06,-1.318,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,ttm,0,fx,CADJPY,sp_100_daily,Bear,79.657,79.78,79.182,79.425,81.3132,79.481,2019-09-03,Tuesday,2,September,8,2019,79.425,2019-09-04,Wednesday,3,September,8,2019,2019-09-04,80.403,0,Wednesday,3,September,8,2019,79.315,2019-09-04,0,Wednesday,3,September,8,2019,0.11,80.495,2019-09-04,0,Wednesday,3,September,8,2019,1.07,-1.18,-0.978,-1.8322,-1,0,-1,-1.231350331,1,2019-09-04,Wednesday,3,September,8,2019,0,80.403,-0.978,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,ttm,0,fx,CADJPY,sp_100_daily,Bear,80.394,80.551,79.796,80.151,80.9099,80.1735,2019-10-03,Thursday,4,October,9,2019,80.151,2019-10-04,Friday,5,October,9,2019,2019-10-04,80.273,0,Friday,5,October,9,2019,80.025,2019-10-04,0,Friday,5,October,9,2019,0.126,80.541,2019-10-04,0,Friday,5,October,9,2019,0.39,-0.516,-0.122,-0.7364,-1,0,-1,-0.1522126985,1,2019-10-04,Friday,5,October,9,2019,0,80.273,-0.122,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
